A0 00:W 01:H 02:I 03:C 04:H C:1 H:1 I:1 W:1
A1 10:W 11:H 12:I 13:C 14:H C:1 H:1 I:1 W:1
A2 20:W 21:H 22:I 23:C 24:H C:1 H:1 I:1 W:1
A3 30:W 31:H 32:I 33:C 34:H C:1 H:1 I:1 W:1
A0 00:T 01:H 02:E 03:R 04:E E:1 H:1 R:1 T:1
A1 10:T 11:H 12:E 13:R 14:E E:1 H:1 R:1 T:1
A2 20:T 21:H 22:E 23:R 24:E E:1 H:1 R:1 T:1
A3 30:T 31:H 32:E 33:R 34:E E:1 H:1 R:1 T:1
A3 30:S 31:T 32:O 33:O 34:D D:1 O:1 S:1 T:1
A0 00:F 01:R 02:O 03:N 04:T F:1 N:1 O:1 R:1 T:1
A1 10:F 11:R 12:O 13:N 14:T F:1 N:1 O:1 R:1 T:1
A2 20:F 21:R 22:O 23:N 24:T F:1 N:1 O:1 R:1 T:1
A3 30:F 31:R 32:O 33:N 34:T F:1 N:1 O:1 R:1 T:1
A0 00:V 01:O 02:I 03:C 04:E C:1 E:1 I:1 O:1 V:1
A1 10:V 11:O 12:I 13:C 14:E C:1 E:1 I:1 O:1 V:1
A2 20:V 21:O 22:I 23:C 24:E C:1 E:1 I:1 O:1 V:1
A3 30:V 31:O 32:I 33:C 34:E C:1 E:1 I:1 O:1 V:1
A0 00:K 01:I 02:N 03:D 04:S D:1 I:1 K:1 N:1 S:1
A1 10:K 11:I 12:N 13:D 14:S D:1 I:1 K:1 N:1 S:1
A2 20:K 21:I 22:N 23:D 24:S D:1 I:1 K:1 N:1 S:1
A3 30:K 31:I 32:N 33:D 34:S D:1 I:1 K:1 N:1 S:1
A0 00:M 01:A 02:K 03:E 04:S A:1 E:1 K:1 M:1 S:1
A1 10:M 11:A 12:K 13:E 14:S A:1 E:1 K:1 M:1 S:1
A2 20:M 21:A 22:K 23:E 24:S A:1 E:1 K:1 M:1 S:1
A3 30:M 31:A 32:K 33:E 34:S A:1 E:1 K:1 M:1 S:1
A0 00:C 01:O 02:M 03:E 04:S C:1 E:1 M:1 O:1 S:1
A1 10:C 11:O 12:M 13:E 14:S C:1 E:1 M:1 O:1 S:1
A2 20:C 21:O 22:M 23:E 24:S C:1 E:1 M:1 O:1 S:1
A3 30:C 31:O 32:M 33:E 34:S C:1 E:1 M:1 O:1 S:1
A0 00:C 01:L 02:O 03:S 04:E C:1 E:1 L:1 O:1 S:1
A1 10:C 11:L 12:O 13:S 14:E C:1 E:1 L:1 O:1 S:1
A2 20:C 21:L 22:O 23:S 24:E C:1 E:1 L:1 O:1 S:1
A3 30:C 31:L 32:O 33:S 34:E C:1 E:1 L:1 O:1 S:1
A0 00:P 01:O 02:W 03:E 04:R E:1 O:1 P:1 R:1 W:1
A1 10:P 11:O 12:W 13:E 14:R E:1 O:1 P:1 R:1 W:1
A2 20:P 21:O 22:W 23:E 24:R E:1 O:1 P:1 R:1 W:1
A3 30:P 31:O 32:W 33:E 34:R E:1 O:1 P:1 R:1 W:1
A0 00:L 01:I 02:V 03:E 04:D D:1 E:1 I:1 L:1 V:1
A1 10:L 11:I 12:V 13:E 14:D D:1 E:1 I:1 L:1 V:1
A2 20:L 21:I 22:V 23:E 24:D D:1 E:1 I:1 L:1 V:1
A3 30:L 31:I 32:V 33:E 34:D D:1 E:1 I:1 L:1 V:1
A0 00:V 01:O 02:W 03:E 04:L E:1 L:1 O:1 V:1 W:1
A1 10:V 11:O 12:W 13:E 14:L E:1 L:1 O:1 V:1 W:1
A2 20:V 21:O 22:W 23:E 24:L E:1 L:1 O:1 V:1 W:1
A3 30:V 31:O 32:W 33:E 34:L E:1 L:1 O:1 V:1 W:1
A0 00:T 01:A 02:K 03:E 04:N A:1 E:1 K:1 N:1 T:1
A1 10:T 11:A 12:K 13:E 14:N A:1 E:1 K:1 N:1 T:1
A2 20:T 21:A 22:K 23:E 24:N A:1 E:1 K:1 N:1 T:1
A3 30:T 31:A 32:K 33:E 34:N A:1 E:1 K:1 N:1 T:1
A0 00:B 01:U 02:I 03:L 04:T B:1 I:1 L:1 T:1 U:1
A1 10:B 11:U 12:I 13:L 14:T B:1 I:1 L:1 T:1 U:1
A2 20:B 21:U 22:I 23:L 24:T B:1 I:1 L:1 T:1 U:1
A3 30:B 31:U 32:I 33:L 34:T B:1 I:1 L:1 T:1 U:1
A0 00:H 01:E 02:A 03:R 04:T A:1 E:1 H:1 R:1 T:1
A1 10:H 11:E 12:A 13:R 14:T A:1 E:1 H:1 R:1 T:1
A2 20:H 21:E 22:A 23:R 24:T A:1 E:1 H:1 R:1 T:1
A3 30:H 31:E 32:A 33:R 34:T A:1 E:1 H:1 R:1 T:1
A0 00:R 01:E 02:A 03:D 04:Y A:1 D:1 E:1 R:1 Y:1
A1 10:R 11:E 12:A 13:D 14:Y A:1 D:1 E:1 R:1 Y:1
A2 20:R 21:E 22:A 23:D 24:Y A:1 D:1 E:1 R:1 Y:1
A3 30:R 31:E 32:A 33:D 34:Y A:1 D:1 E:1 R:1 Y:1
A0 00:Q 01:U 02:I 03:T 04:E E:1 I:1 Q:1 T:1 U:1
A1 10:Q 11:U 12:I 13:T 14:E E:1 I:1 Q:1 T:1 U:1
A2 20:Q 21:U 22:I 23:T 24:E E:1 I:1 Q:1 T:1 U:1
A3 30:Q 31:U 32:I 33:T 34:E E:1 I:1 Q:1 T:1 U:1
A0 00:C 01:L 02:A 03:S 04:S A:1 C:1 L:1 S:1
A1 10:C 11:L 12:A 13:S 14:S A:1 C:1 L:1 S:1
A2 20:C 21:L 22:A 23:S 24:S A:1 C:1 L:1 S:1
A3 30:C 31:L 32:A 33:S 34:S A:1 C:1 L:1 S:1
A0 00:B 01:R 02:I 03:N 04:G B:1 G:1 I:1 N:1 R:1
A1 10:B 11:R 12:I 13:N 14:G B:1 G:1 I:1 N:1 R:1
A2 20:B 21:R 22:I 23:N 24:G B:1 G:1 I:1 N:1 R:1
A3 30:B 31:R 32:I 33:N 34:G B:1 G:1 I:1 N:1 R:1
A0 00:R 01:O 02:U 03:N 04:D D:1 N:1 O:1 R:1 U:1
A1 10:R 11:O 12:U 13:N 14:D D:1 N:1 O:1 R:1 U:1
A2 20:R 21:O 22:U 23:N 24:D D:1 N:1 O:1 R:1 U:1
A3 30:R 31:O 32:U 33:N 34:D D:1 N:1 O:1 R:1 U:1
A0 00:H 01:O 02:R 03:S 04:E E:1 H:1 O:1 R:1 S:1
A1 10:H 11:O 12:R 13:S 14:E E:1 H:1 O:1 R:1 S:1
A2 20:H 21:O 22:R 23:S 24:E E:1 H:1 O:1 R:1 S:1
A3 30:H 31:O 32:R 33:S 34:E E:1 H:1 O:1 R:1 S:1
A0 00:S 01:H 02:O 03:W 04:S H:1 O:1 S:1 W:1
A1 10:S 11:H 12:O 13:W 14:S H:1 O:1 S:1 W:1
A2 20:S 21:H 22:O 23:W 24:S H:1 O:1 S:1 W:1
A3 30:S 31:H 32:O 33:W 34:S H:1 O:1 S:1 W:1
A0 00:P 01:I 02:E 03:C 04:E C:1 E:1 I:1 P:1
A1 10:P 11:I 12:E 13:C 14:E C:1 E:1 I:1 P:1
A2 20:P 21:I 22:E 23:C 24:E C:1 E:1 I:1 P:1
A3 30:P 31:I 32:E 33:C 34:E C:1 E:1 I:1 P:1
A0 00:G 01:R 02:E 03:E 04:N E:1 G:1 N:1 R:1
A1 10:G 11:R 12:E 13:E 14:N E:1 G:1 N:1 R:1
A2 20:G 21:R 22:E 23:E 24:N E:1 G:1 N:1 R:1
A3 30:G 31:R 32:E 33:E 34:N E:1 G:1 N:1 R:1
A0 00:S 01:T 02:A 03:N 04:D A:1 D:1 N:1 S:1 T:1
A1 10:S 11:T 12:A 13:N 14:D A:1 D:1 N:1 S:1 T:1
A2 20:S 21:T 22:A 23:N 24:D A:1 D:1 N:1 S:1 T:1
A3 30:S 31:T 32:A 33:N 34:D A:1 D:1 N:1 S:1 T:1
A0 00:B 01:I 02:R 03:D 04:S B:1 D:1 I:1 R:1 S:1
A1 10:B 11:I 12:R 13:D 14:S B:1 D:1 I:1 R:1 S:1
A2 20:B 21:I 22:R 23:D 24:S B:1 D:1 I:1 R:1 S:1
A3 30:B 31:I 32:R 33:D 34:S B:1 D:1 I:1 R:1 S:1
A0 00:S 01:T 02:A 03:R 04:T A:1 R:1 S:1 T:1
A1 10:S 11:T 12:A 13:R 14:T A:1 R:1 S:1 T:1
A2 20:S 21:T 22:A 23:R 24:T A:1 R:1 S:1 T:1
A3 30:S 31:T 32:A 33:R 34:T A:1 R:1 S:1 T:1
A0 00:R 01:I 02:V 03:E 04:R E:1 I:1 R:1 V:1
A1 10:R 11:I 12:V 13:E 14:R E:1 I:1 R:1 V:1
A2 20:R 21:I 22:V 23:E 24:R E:1 I:1 R:1 V:1
A3 30:R 31:I 32:V 33:E 34:R E:1 I:1 R:1 V:1
A0 00:T 01:R 02:I 03:E 04:D D:1 E:1 I:1 R:1 T:1
A1 10:T 11:R 12:I 13:E 14:D D:1 E:1 I:1 R:1 T:1
A2 20:T 21:R 22:I 23:E 24:D D:1 E:1 I:1 R:1 T:1
A3 30:T 31:R 32:I 33:E 34:D D:1 E:1 I:1 R:1 T:1
A0 00:L 01:E 02:A 03:S 04:T A:1 E:1 L:1 S:1 T:1
A1 10:L 11:E 12:A 13:S 14:T A:1 E:1 L:1 S:1 T:1
A2 20:L 21:E 22:A 23:S 24:T A:1 E:1 L:1 S:1 T:1
A3 30:L 31:E 32:A 33:S 34:T A:1 E:1 L:1 S:1 T:1
A0 00:F 01:I 02:E 03:L 04:D D:1 E:1 F:1 I:1 L:1
A1 10:F 11:I 12:E 13:L 14:D D:1 E:1 F:1 I:1 L:1
A2 20:F 21:I 22:E 23:L 24:D D:1 E:1 F:1 I:1 L:1
A3 30:F 31:I 32:E 33:L 34:D D:1 E:1 F:1 I:1 L:1
A0 00:W 01:H 02:O 03:S 04:E E:1 H:1 O:1 S:1 W:1
A1 10:W 11:H 12:O 13:S 14:E E:1 H:1 O:1 S:1 W:1
A2 20:W 21:H 22:O 23:S 24:E E:1 H:1 O:1 S:1 W:1
A3 30:W 31:H 32:O 33:S 34:E E:1 H:1 O:1 S:1 W:1
A0 00:G 01:I 02:R 03:L 04:S G:1 I:1 L:1 R:1 S:1
A1 10:G 11:I 12:R 13:L 14:S G:1 I:1 L:1 R:1 S:1
A2 20:G 21:I 22:R 23:L 24:S G:1 I:1 L:1 R:1 S:1
A3 30:G 31:I 32:R 33:L 34:S G:1 I:1 L:1 R:1 S:1
A0 00:L 01:E 02:A 03:V 04:E A:1 E:1 L:1 V:1
A1 10:L 11:E 12:A 13:V 14:E A:1 E:1 L:1 V:1
A2 20:L 21:E 22:A 23:V 24:E A:1 E:1 L:1 V:1
A3 30:L 31:E 32:A 33:V 34:E A:1 E:1 L:1 V:1
A0 00:A 01:D 02:D 03:E 04:D A:1 D:1 E:1
A1 10:A 11:D 12:D 13:E 14:D A:1 D:1 E:1
A2 20:A 21:D 22:D 23:E 24:D A:1 D:1 E:1
A3 30:A 31:D 32:D 33:E 34:D A:1 D:1 E:1
A0 00:C 01:O 02:L 03:O 04:R C:1 L:1 O:1 R:1
A1 10:C 11:O 12:L 13:O 14:R C:1 L:1 O:1 R:1
A2 20:C 21:O 22:L 23:O 24:R C:1 L:1 O:1 R:1
A3 30:C 31:O 32:L 33:O 34:R C:1 L:1 O:1 R:1
A0 00:T 01:H 02:I 03:R 04:D D:1 H:1 I:1 R:1 T:1
A1 10:T 11:H 12:I 13:R 14:D D:1 H:1 I:1 R:1 T:1
A2 20:T 21:H 22:I 23:R 24:D D:1 H:1 I:1 R:1 T:1
A3 30:T 31:H 32:I 33:R 34:D D:1 H:1 I:1 R:1 T:1
A0 00:H 01:O 02:U 03:R 04:S H:1 O:1 R:1 S:1 U:1
A1 10:H 11:O 12:U 13:R 14:S H:1 O:1 R:1 S:1 U:1
A2 20:H 21:O 22:U 23:R 24:S H:1 O:1 R:1 S:1 U:1
A3 30:H 31:O 32:U 33:R 34:S H:1 O:1 R:1 S:1 U:1
A0 00:M 01:O 02:V 03:E 04:D D:1 E:1 M:1 O:1 V:1
A1 10:M 11:O 12:V 13:E 14:D D:1 E:1 M:1 O:1 V:1
A2 20:M 21:O 22:V 23:E 24:D D:1 E:1 M:1 O:1 V:1
A3 30:M 31:O 32:V 33:E 34:D D:1 E:1 M:1 O:1 V:1
A0 00:P 01:L 02:A 03:N 04:T A:1 L:1 N:1 P:1 T:1
A1 10:P 11:L 12:A 13:N 14:T A:1 L:1 N:1 P:1 T:1
A2 20:P 21:L 22:A 23:N 24:T A:1 L:1 N:1 P:1 T:1
A3 30:P 31:L 32:A 33:N 34:T A:1 L:1 N:1 P:1 T:1
A0 00:D 01:O 02:I 03:N 04:G D:1 G:1 I:1 N:1 O:1
A1 10:D 11:O 12:I 13:N 14:G D:1 G:1 I:1 N:1 O:1
A2 20:D 21:O 22:I 23:N 24:G D:1 G:1 I:1 N:1 O:1
A3 30:D 31:O 32:I 33:N 34:G D:1 G:1 I:1 N:1 O:1
A0 00:N 01:A 02:M 03:E 04:S A:1 E:1 M:1 N:1 S:1
A1 10:N 11:A 12:M 13:E 14:S A:1 E:1 M:1 N:1 S:1
A2 20:N 21:A 22:M 23:E 24:S A:1 E:1 M:1 N:1 S:1
A3 30:N 31:A 32:M 33:E 34:S A:1 E:1 M:1 N:1 S:1
A0 00:F 01:O 02:R 03:M 04:S F:1 M:1 O:1 R:1 S:1
A1 10:F 11:O 12:R 13:M 14:S F:1 M:1 O:1 R:1 S:1
A2 20:F 21:O 22:R 23:M 24:S F:1 M:1 O:1 R:1 S:1
A3 30:F 31:O 32:R 33:M 34:S F:1 M:1 O:1 R:1 S:1
A0 00:H 01:E 02:A 03:V 04:Y A:1 E:1 H:1 V:1 Y:1
A1 10:H 11:E 12:A 13:V 14:Y A:1 E:1 H:1 V:1 Y:1
A2 20:H 21:E 22:A 23:V 24:Y A:1 E:1 H:1 V:1 Y:1
A3 30:H 31:E 32:A 33:V 34:Y A:1 E:1 H:1 V:1 Y:1
A0 00:I 01:D 02:E 03:A 04:S A:1 D:1 E:1 I:1 S:1
A1 10:I 11:D 12:E 13:A 14:S A:1 D:1 E:1 I:1 S:1
A2 20:I 21:D 22:E 23:A 24:S A:1 D:1 E:1 I:1 S:1
A3 30:I 31:D 32:E 33:A 34:S A:1 D:1 E:1 I:1 S:1
A0 00:C 01:R 02:I 03:E 04:D C:1 D:1 E:1 I:1 R:1
A1 10:C 11:R 12:I 13:E 14:D C:1 D:1 E:1 I:1 R:1
A2 20:C 21:R 22:I 23:E 24:D C:1 D:1 E:1 I:1 R:1
A3 30:C 31:R 32:I 33:E 34:D C:1 D:1 E:1 I:1 R:1
A0 00:C 01:H 02:E 03:C 04:K C:1 E:1 H:1 K:1
A1 10:C 11:H 12:E 13:C 14:K C:1 E:1 H:1 K:1
A2 20:C 21:H 22:E 23:C 24:K C:1 E:1 H:1 K:1
A3 30:C 31:H 32:E 33:C 34:K C:1 E:1 H:1 K:1
A0 00:F 01:L 02:O 03:O 04:R F:1 L:1 O:1 R:1
A1 10:F 11:L 12:O 13:O 14:R F:1 L:1 O:1 R:1
A2 20:F 21:L 22:O 23:O 24:R F:1 L:1 O:1 R:1
A3 30:F 31:L 32:O 33:O 34:R F:1 L:1 O:1 R:1
A0 00:B 01:E 02:G 03:I 04:N B:1 E:1 G:1 I:1 N:1
A1 10:B 11:E 12:G 13:I 14:N B:1 E:1 G:1 I:1 N:1
A2 20:B 21:E 22:G 23:I 24:N B:1 E:1 G:1 I:1 N:1
A3 30:B 31:E 32:G 33:I 34:N B:1 E:1 G:1 I:1 N:1
A0 00:W 01:O 02:M 03:A 04:N A:1 M:1 N:1 O:1 W:1
A1 10:W 11:O 12:M 13:A 14:N A:1 M:1 N:1 O:1 W:1
A2 20:W 21:O 22:M 23:A 24:N A:1 M:1 N:1 O:1 W:1
A3 30:W 31:O 32:M 33:A 34:N A:1 M:1 N:1 O:1 W:1
A0 00:A 01:L 02:O 03:N 04:E A:1 E:1 L:1 N:1 O:1
A1 10:A 11:L 12:O 13:N 14:E A:1 E:1 L:1 N:1 O:1
A2 20:A 21:L 22:O 23:N 24:E A:1 E:1 L:1 N:1 O:1
A3 30:A 31:L 32:O 33:N 34:E A:1 E:1 L:1 N:1 O:1
A0 00:P 01:L 02:A 03:N 04:E A:1 E:1 L:1 N:1 P:1
A1 10:P 11:L 12:A 13:N 14:E A:1 E:1 L:1 N:1 P:1
A2 20:P 21:L 22:A 23:N 24:E A:1 E:1 L:1 N:1 P:1
A3 30:P 31:L 32:A 33:N 34:E A:1 E:1 L:1 N:1 P:1
A0 00:S 01:P 02:E 03:L 04:L E:1 L:1 P:1 S:1
A1 10:S 11:P 12:E 13:L 14:L E:1 L:1 P:1 S:1
A2 20:S 21:P 22:E 23:L 24:L E:1 L:1 P:1 S:1
A3 30:S 31:P 32:E 33:L 34:L E:1 L:1 P:1 S:1
A0 00:W 01:A 02:T 03:C 04:H A:1 C:1 H:1 T:1 W:1
A1 10:W 11:A 12:T 13:C 14:H A:1 C:1 H:1 T:1 W:1
A2 20:W 21:A 22:T 23:C 24:H A:1 C:1 H:1 T:1 W:1
A3 30:W 31:A 32:T 33:C 34:H A:1 C:1 H:1 T:1 W:1
A0 00:C 01:A 02:R 03:R 04:Y A:1 C:1 R:1 Y:1
A1 10:C 11:A 12:R 13:R 14:Y A:1 C:1 R:1 Y:1
A2 20:C 21:A 22:R 23:R 24:Y A:1 C:1 R:1 Y:1
A3 30:C 31:A 32:R 33:R 34:Y A:1 C:1 R:1 Y:1
A0 00:W 01:R 02:O 03:T 04:E E:1 O:1 R:1 T:1 W:1
A1 10:W 11:R 12:O 13:T 14:E E:1 O:1 R:1 T:1 W:1
A2 20:W 21:R 22:O 23:T 24:E E:1 O:1 R:1 T:1 W:1
A3 30:W 31:R 32:O 33:T 34:E E:1 O:1 R:1 T:1 W:1
A0 00:C 01:L 02:E 03:A 04:R A:1 C:1 E:1 L:1 R:1
A1 10:C 11:L 12:E 13:A 14:R A:1 C:1 E:1 L:1 R:1
A2 20:C 21:L 22:E 23:A 24:R A:1 C:1 E:1 L:1 R:1
A3 30:C 31:L 32:E 33:A 34:R A:1 C:1 E:1 L:1 R:1
A0 00:N 01:A 02:M 03:E 04:D A:1 D:1 E:1 M:1 N:1
A1 10:N 11:A 12:M 13:E 14:D A:1 D:1 E:1 M:1 N:1
A2 20:N 21:A 22:M 23:E 24:D A:1 D:1 E:1 M:1 N:1
A3 30:N 31:A 32:M 33:E 34:D A:1 D:1 E:1 M:1 N:1
A0 00:B 01:O 02:O 03:K 04:S B:1 K:1 O:1 S:1
A1 10:B 11:O 12:O 13:K 14:S B:1 K:1 O:1 S:1
A2 20:B 21:O 22:O 23:K 24:S B:1 K:1 O:1 S:1
A3 30:B 31:O 32:O 33:K 34:S B:1 K:1 O:1 S:1
A0 00:C 01:H 02:I 03:L 04:D C:1 D:1 H:1 I:1 L:1
A1 10:C 11:H 12:I 13:L 14:D C:1 D:1 H:1 I:1 L:1
A2 20:C 21:H 22:I 23:L 24:D C:1 D:1 H:1 I:1 L:1
A3 30:C 31:H 32:I 33:L 34:D C:1 D:1 H:1 I:1 L:1
A0 00:G 01:L 02:A 03:S 04:S A:1 G:1 L:1 S:1
A1 10:G 11:L 12:A 13:S 14:S A:1 G:1 L:1 S:1
A2 20:G 21:L 22:A 23:S 24:S A:1 G:1 L:1 S:1
A3 30:G 31:L 32:A 33:S 34:S A:1 G:1 L:1 S:1
A0 00:H 01:U 02:M 03:A 04:N A:1 H:1 M:1 N:1 U:1
A1 10:H 11:U 12:M 13:A 14:N A:1 H:1 M:1 N:1 U:1
A2 20:H 21:U 22:M 23:A 24:N A:1 H:1 M:1 N:1 U:1
A3 30:H 31:U 32:M 33:A 34:N A:1 H:1 M:1 N:1 U:1
A0 00:T 01:A 02:K 03:E 04:S A:1 E:1 K:1 S:1 T:1
A1 10:T 11:A 12:K 13:E 14:S A:1 E:1 K:1 S:1 T:1
A2 20:T 21:A 22:K 23:E 24:S A:1 E:1 K:1 S:1 T:1
A3 30:T 31:A 32:K 33:E 34:S A:1 E:1 K:1 S:1 T:1
A0 00:P 01:A 02:R 03:T 04:Y A:1 P:1 R:1 T:1 Y:1
A1 10:P 11:A 12:R 13:T 14:Y A:1 P:1 R:1 T:1 Y:1
A2 20:P 21:A 22:R 23:T 24:Y A:1 P:1 R:1 T:1 Y:1
A3 30:P 31:A 32:R 33:T 34:Y A:1 P:1 R:1 T:1 Y:1
A0 00:B 01:U 02:I 03:L 04:D B:1 D:1 I:1 L:1 U:1
A1 10:B 11:U 12:I 13:L 14:D B:1 D:1 I:1 L:1 U:1
A2 20:B 21:U 22:I 23:L 24:D B:1 D:1 I:1 L:1 U:1
A3 30:B 31:U 32:I 33:L 34:D B:1 D:1 I:1 L:1 U:1
A0 00:S 01:E 02:E 03:M 04:S E:1 M:1 S:1
A1 10:S 11:E 12:E 13:M 14:S E:1 M:1 S:1
A2 20:S 21:E 22:E 23:M 24:S E:1 M:1 S:1
A3 30:S 31:E 32:E 33:M 34:S E:1 M:1 S:1
A0 00:B 01:L 02:O 03:O 04:D B:1 D:1 L:1 O:1
A1 10:B 11:L 12:O 13:O 14:D B:1 D:1 L:1 O:1
A2 20:B 21:L 22:O 23:O 24:D B:1 D:1 L:1 O:1
A3 30:B 31:L 32:O 33:O 34:D B:1 D:1 L:1 O:1
A0 00:S 01:I 02:D 03:E 04:S D:1 E:1 I:1 S:1
A1 10:S 11:I 12:D 13:E 14:S D:1 E:1 I:1 S:1
A2 20:S 21:I 22:D 23:E 24:S D:1 E:1 I:1 S:1
A3 30:S 31:I 32:D 33:E 34:S D:1 E:1 I:1 S:1
A0 00:S 01:E 02:V 03:E 04:N E:1 N:1 S:1 V:1
A1 10:S 11:E 12:V 13:E 14:N E:1 N:1 S:1 V:1
A2 20:S 21:E 22:V 23:E 24:N E:1 N:1 S:1 V:1
A3 30:S 31:E 32:V 33:E 34:N E:1 N:1 S:1 V:1
A0 00:M 01:O 02:U 03:T 04:H H:1 M:1 O:1 T:1 U:1
A1 10:M 11:O 12:U 13:T 14:H H:1 M:1 O:1 T:1 U:1
A2 20:M 21:O 22:U 23:T 24:H H:1 M:1 O:1 T:1 U:1
A3 30:M 31:O 32:U 33:T 34:H H:1 M:1 O:1 T:1 U:1
A0 00:S 01:O 02:L 03:V 04:E E:1 L:1 O:1 S:1 V:1
A1 10:S 11:O 12:L 13:V 14:E E:1 L:1 O:1 S:1 V:1
A2 20:S 21:O 22:L 23:V 24:E E:1 L:1 O:1 S:1 V:1
A3 30:S 31:O 32:L 33:V 34:E E:1 L:1 O:1 S:1 V:1
A0 00:N 01:O 02:R 03:T 04:H H:1 N:1 O:1 R:1 T:1
A1 10:N 11:O 12:R 13:T 14:H H:1 N:1 O:1 R:1 T:1
A2 20:N 21:O 22:R 23:T 24:H H:1 N:1 O:1 R:1 T:1
A3 30:N 31:O 32:R 33:T 34:H H:1 N:1 O:1 R:1 T:1
A0 00:V 01:A 02:L 03:U 04:E A:1 E:1 L:1 U:1 V:1
A1 10:V 11:A 12:L 13:U 14:E A:1 E:1 L:1 U:1 V:1
A2 20:V 21:A 22:L 23:U 24:E A:1 E:1 L:1 U:1 V:1
A3 30:V 31:A 32:L 33:U 34:E A:1 E:1 L:1 U:1 V:1
A0 00:D 01:E 02:A 03:T 04:H A:1 D:1 E:1 H:1 T:1
A1 10:D 11:E 12:A 13:T 14:H A:1 D:1 E:1 H:1 T:1
A2 20:D 21:E 22:A 23:T 24:H A:1 D:1 E:1 H:1 T:1
A3 30:D 31:E 32:A 33:T 34:H A:1 D:1 E:1 H:1 T:1
A0 00:M 01:A 02:Y 03:B 04:E A:1 B:1 E:1 M:1 Y:1
A1 10:M 11:A 12:Y 13:B 14:E A:1 B:1 E:1 M:1 Y:1
A2 20:M 21:A 22:Y 23:B 24:E A:1 B:1 E:1 M:1 Y:1
A3 30:M 31:A 32:Y 33:B 34:E A:1 B:1 E:1 M:1 Y:1
A0 00:H 01:A 02:P 03:P 04:Y A:1 H:1 P:1 Y:1
A1 10:H 11:A 12:P 13:P 14:Y A:1 H:1 P:1 Y:1
A2 20:H 21:A 22:P 23:P 24:Y A:1 H:1 P:1 Y:1
A3 30:H 31:A 32:P 33:P 34:Y A:1 H:1 P:1 Y:1
A0 00:T 01:E 02:L 03:L 04:S E:1 L:1 S:1 T:1
A1 10:T 11:E 12:L 13:L 14:S E:1 L:1 S:1 T:1
A2 20:T 21:E 22:L 23:L 24:S E:1 L:1 S:1 T:1
A3 30:T 31:E 32:L 33:L 34:S E:1 L:1 S:1 T:1
A0 00:G 01:I 02:V 03:E 04:S E:1 G:1 I:1 S:1 V:1
A1 10:G 11:I 12:V 13:E 14:S E:1 G:1 I:1 S:1 V:1
A2 20:G 21:I 22:V 23:E 24:S E:1 G:1 I:1 S:1 V:1
A3 30:G 31:I 32:V 33:E 34:S E:1 G:1 I:1 S:1 V:1
A0 00:L 01:O 02:O 03:K 04:S K:1 L:1 O:1 S:1
A1 10:L 11:O 12:O 13:K 14:S K:1 L:1 O:1 S:1
A2 20:L 21:O 22:O 23:K 24:S K:1 L:1 O:1 S:1
A3 30:L 31:O 32:O 33:K 34:S K:1 L:1 O:1 S:1
A0 00:S 01:H 02:A 03:P 04:E A:1 E:1 H:1 P:1 S:1
A1 10:S 11:H 12:A 13:P 14:E A:1 E:1 H:1 P:1 S:1
A2 20:S 21:H 22:A 23:P 24:E A:1 E:1 H:1 P:1 S:1
A3 30:S 31:H 32:A 33:P 34:E A:1 E:1 H:1 P:1 S:1
A0 00:L 01:I 02:V 03:E 04:S E:1 I:1 L:1 S:1 V:1
A1 10:L 11:I 12:V 13:E 14:S E:1 I:1 L:1 S:1 V:1
A2 20:L 21:I 22:V 23:E 24:S E:1 I:1 L:1 S:1 V:1
A3 30:L 31:I 32:V 33:E 34:S E:1 I:1 L:1 S:1 V:1
A0 00:S 01:T 02:E 03:P 04:S E:1 P:1 S:1 T:1
A1 10:S 11:T 12:E 13:P 14:S E:1 P:1 S:1 T:1
A2 20:S 21:T 22:E 23:P 24:S E:1 P:1 S:1 T:1
A3 30:S 31:T 32:E 33:P 34:S E:1 P:1 S:1 T:1
A0 00:A 01:R 02:E 03:A 04:S A:1 E:1 R:1 S:1
A1 10:A 11:R 12:E 13:A 14:S A:1 E:1 R:1 S:1
A2 20:A 21:R 22:E 23:A 24:S A:1 E:1 R:1 S:1
A3 30:A 31:R 32:E 33:A 34:S A:1 E:1 R:1 S:1
A0 00:S 01:E 02:N 03:S 04:E E:1 N:1 S:1
A1 10:S 11:E 12:N 13:S 14:E E:1 N:1 S:1
A2 20:S 21:E 22:N 23:S 24:E E:1 N:1 S:1
A3 30:S 31:E 32:N 33:S 34:E E:1 N:1 S:1
A0 00:S 01:P 02:E 03:A 04:K A:1 E:1 K:1 P:1 S:1
A1 10:S 11:P 12:E 13:A 14:K A:1 E:1 K:1 P:1 S:1
A2 20:S 21:P 22:E 23:A 24:K A:1 E:1 K:1 P:1 S:1
A3 30:S 31:P 32:E 33:A 34:K A:1 E:1 K:1 P:1 S:1
A0 00:F 01:O 02:R 03:C 04:E C:1 E:1 F:1 O:1 R:1
A1 10:F 11:O 12:R 13:C 14:E C:1 E:1 F:1 O:1 R:1
A2 20:F 21:O 22:R 23:C 24:E C:1 E:1 F:1 O:1 R:1
A3 30:F 31:O 32:R 33:C 34:E C:1 E:1 F:1 O:1 R:1
A0 00:O 01:C 02:E 03:A 04:N A:1 C:1 E:1 N:1 O:1
A1 10:O 11:C 12:E 13:A 14:N A:1 C:1 E:1 N:1 O:1
